fold,regressor,RMSE,MAE
2,TPOT,0.4550792060197929,0.27500463701583344
3,TPOT,0.49105967699678615,0.2674229988728793
4,TPOT,0.40733710998352,0.27786940615034117
5,TPOT,0.46198215242294866,0.2586423703691326
6,TPOT,0.5641557723661139,0.28337035251793746
7,TPOT,0.3990676930380701,0.23656350384641017
