fold,regressor,RMSE,MAE
2,TPOT,0.36204866622333587,0.2388669638994373
3,TPOT,0.39018094525363933,0.2337056793250512
4,TPOT,0.29752834604101963,0.22061917706602044
5,TPOT,0.38178689501247437,0.21690482886979726
6,TPOT,0.5027948598660725,0.2651351829521914
7,TPOT,0.3219027233202687,0.20714766115749328
